SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
THEJO,Thejo Engineering Limited,SM,18-SEP-2012,10,300,INE121N01019,10




**This file is updated at 10:30 am everyday.
